Date,Open,High,Low,Close,Adj Close,Volume,USD_Volume
3/29/2019,139.343201,142.54924,138.045105,142.497421,142.497421,5125602702,730385166105.63
3/30/2019,142.359146,149.613235,141.031738,142.092682,142.092682,5144662127,731018839609.26
3/31/2019,142.139221,142.189209,140.697372,141.514099,141.514099,4249050197,601300510234.23
4/1/2019,141.465485,142.733994,140.737564,141.830322,141.830322,4611999536,654121379254.73
4/2/2019,141.839523,165.226822,141.636459,163.961746,163.961746,9826645698,1611193985967.47
4/3/2019,164.008636,178.322052,157.322144,161.458801,161.458801,10622456246,1715089049154.12
4/4/2019,161.431763,164.929214,155.241104,158.052536,158.052536,7953123529,1257011342879.72
4/5/2019,158.020004,167.220383,157.443954,165.514847,165.514847,7531316908,1246544765736.13
4/6/2019,165.511246,172.515778,161.799469,165.947205,165.947205,7167016221,1189346310064.61
4/7/2019,165.977249,175.213165,164.932098,174.531647,174.531647,7596176020,1325773111672.50
4/8/2019,174.449677,184.377853,174.160995,180.25882,180.25882,9304964610,1677301940740.36
4/9/2019,180.222122,180.254227,175.091751,176.114578,176.114578,7632529578,1344199725701.99
4/10/2019,176.067841,183.134277,175.230377,177.337479,177.337479,7856924879,1393327250734.24
4/11/2019,177.342758,177.487488,162.320618,165.497025,165.497025,7859383417,1300704573847.83
4/12/2019,165.335205,166.127518,161.029739,164.736328,164.736328,6237185309,1027491004860.21
4/13/2019,164.622849,166.362427,163.011856,164.513351,164.513351,4959301561,815871318419.64
4/14/2019,164.476089,168.591034,162.781479,167.838516,167.838516,4846298303,813395515268.84
4/15/2019,167.897476,168.818451,159.55574,161.574173,161.574173,5672311824,916499091960.92
4/16/2019,161.52655,167.666321,160.888748,167.623444,167.623444,5180105341,868307097541.21
4/17/2019,167.553696,168.938583,165.501892,166.95076,166.95076,5596102715,934273601307.31
4/18/2019,166.913208,175.365326,166.672119,173.814026,173.814026,6971581464,1211758641844.81
4/19/2019,173.787888,173.978897,170.620209,173.708435,173.708435,6541053061,1136236090478.27
4/20/2019,173.718811,176.705811,171.788834,173.751266,173.751266,6142567812,1067278933825.85
4/21/2019,173.715408,174.420776,167.428589,170.046524,170.046524,6005571688,1021226590177.21
4/22/2019,170.017487,173.069122,168.729553,171.874664,171.874664,6094878077,1047555121605.34
4/23/2019,172.007217,176.850784,170.896759,171.4478,171.4478,7097827092,1216906839703.80
4/24/2019,171.349533,171.573212,161.976685,165.826096,165.826096,7351304156,1219038068698.05
4/25/2019,165.914734,166.513412,153.847,154.459396,154.459396,6820332362,1053464417153.77
4/26/2019,154.579437,158.029007,152.085678,156.347092,156.347092,7505283355,1173429227190.25
4/27/2019,156.270859,160.589417,155.621887,158.434937,158.434937,5863109118,928921323734.46
4/28/2019,158.499771,159.565384,157.125519,157.295074,157.295074,5379894433,846230892950.92
4/29/2019,157.291061,158.333923,153.186523,155.201996,155.201996,6053776253,939558157803.00
4/30/2019,155.172775,162.432251,155.172775,162.166031,162.166031,6275803460,1017722138444.27
5/1/2019,162.186554,164.060684,159.660217,160.818344,160.818344,5789172433,931005123805.51
5/2/2019,160.853577,162.937012,160.060699,162.122787,162.122787,6044171062,979897857676.19
5/3/2019,162.075165,170.068741,161.080627,167.952408,167.952408,7299410672,1225953599343.30
5/4/2019,167.887222,170.645935,161.791428,164.026581,164.026581,6658100049,1092105386993.40
5/5/2019,164.015259,165.399979,159.700653,163.450699,163.450699,5938415562,970638174561.38
5/6/2019,163.337982,175.760101,159.98819,172.653214,172.653214,7540096853,1301821955541.74
5/7/2019,172.427277,180.394409,169.694717,169.79866,169.79866,8411140170,1428200329938.17
5/8/2019,169.904205,172.183548,166.409241,170.948166,170.948166,6416569598,1096900804789.46
5/9/2019,170.951874,172.880402,167.247879,170.289307,170.289307,6546914198,1114869481765.88
5/10/2019,170.312973,175.885269,168.991425,173.142746,173.142746,8036919053,1391534234216.14
5/11/2019,173.139313,203.466644,173.139313,194.304337,194.304337,12578331654,2444024392596.58
5/12/2019,194.163025,201.881485,183.653931,187.325317,187.325317,10326050090,1934330606467.13
5/13/2019,187.417923,205.098267,185.305908,196.846283,196.846283,10367149039,2040734753634.17
5/14/2019,196.738281,217.874649,196.05481,217.148575,217.148575,12751049755,2768872284052.35
5/15/2019,217.010117,247.446594,216.822113,247.153061,247.153061,13460006534,3326681815958.10
5/16/2019,246.941956,275.39444,245.795288,264.01001,264.01001,18661465873,4926813791745.39
5/17/2019,263.848358,266.979614,227.767426,243.764587,243.764587,16037551694,3909387165179.06
5/18/2019,243.911301,246.362762,233.099854,234.59523,234.59523,10933142646,2564863113661.18
5/19/2019,234.449463,263.740997,233.758667,261.292206,261.292206,12049250894,3148375346740.73
5/20/2019,261.267487,261.55127,241.80365,251.86441,251.86441,10834541285,2728835348367.17
5/21/2019,251.647842,262.107544,248.196304,255.215881,255.215881,11545049593,2946480003066.19
5/22/2019,254.995316,258.801849,242.730484,244.698914,244.698914,9818257463,2402516938568.50
5/23/2019,244.665115,247.616638,233.793091,245.965668,245.965668,10671663487,2624862838251.16
5/24/2019,245.987091,255.259338,243.240097,249.484985,249.484985,9929433206,2477244494457.41
5/25/2019,249.694046,257.356842,249.088791,251.759872,251.759872,8924985385,2246953178129.47
5/26/2019,251.724792,269.166534,247.245392,267.069641,267.069641,9664267731,2581032513446.05
5/27/2019,267.141876,278.507263,265.444702,272.86264,272.86264,12074664736,3294724896979.86
5/28/2019,272.590485,274.320831,267.514374,271.768707,271.768707,10362846898,2816297502308.42
5/29/2019,271.779053,273.756287,263.0914,269.455688,269.455688,9819132174,2645821015508.11
5/30/2019,269.55188,287.20163,247.348602,255.858948,255.858948,13604268584,3480773848211.69
5/31/2019,256.015259,268.659943,249.111847,268.113556,268.113556,11255023515,3017624377470.27
6/1/2019,268.43335,273.557983,263.524597,265.391266,265.391266,9942869852,2638750817695.51
6/2/2019,265.512726,272.80722,265.04187,270.225525,270.225525,8744111713,2362882178304.07
6/3/2019,270.088562,270.334106,251.262192,252.607925,252.607925,9375712917,2368379385359.07
6/4/2019,252.511642,252.511642,236.127213,241.338791,241.338791,10132549747,2445377305688.34
6/5/2019,241.49704,248.138138,239.983459,247.05101,247.05101,8548917062,2112018594573.33
6/6/2019,246.925247,249.944504,238.501114,249.474335,249.474335,8265146806,2061942003104.22
6/7/2019,249.335281,254.352295,246.5979,250.930359,250.930359,8379534528,2102679607363.94
6/8/2019,251.249313,252.377396,243.229111,245.738098,245.738098,7225996863,1775702725267.59
6/9/2019,245.540482,245.972824,229.257431,233.0867,233.0867,7566421456,1763632207988.24
6/10/2019,232.830139,247.66217,229.341766,247.520126,247.520126,8141159848,2015100911363.10
6/11/2019,247.862122,248.662582,239.825348,245.78183,245.78183,7382269700,1814427756419.55
6/12/2019,245.925491,261.017578,244.491318,260.90329,260.90329,8645598618,2255665123455.65
6/13/2019,260.913513,262.163116,255.596283,256.168793,256.168793,8442077836,2162596889660.17
6/14/2019,256.179657,265.371399,254.14743,264.087463,264.087463,8676891267,2291458201428.89
6/15/2019,263.934143,271.505585,262.121216,269.019318,269.019318,8126853944,2186280705500.49
6/16/2019,268.901154,278.143188,265.535339,269.223206,269.223206,9676746453,2605204703725.79
6/17/2019,269.090576,275.442566,268.35379,274.351105,274.351105,6009795781,1648794113341.69
6/18/2019,274.320251,274.320251,263.14444,265.051849,265.051849,6205242504,1644710999178.59
6/19/2019,265.056854,270.333374,264.754791,269.431793,269.431793,5516510947,1486323435554.34
6/20/2019,269.407867,274.073517,265.500458,271.695007,271.695007,6408981097,1741288164012.28
6/21/2019,271.743103,295.303314,271.743103,294.910278,294.910278,9331694140,2752012513038.37
6/22/2019,295.115082,315.189728,294.728241,309.38031,309.38031,10613731255,3283679465928.59
6/23/2019,309.416687,318.565674,305.764587,307.827789,307.827789,8161062380,2512201788326.48
6/24/2019,307.722137,312.329346,299.55954,310.424683,310.424683,8205712062,2547255565635.63
6/25/2019,310.678619,318.126312,307.643158,318.126312,318.126312,9641764965,3067299129486.26
6/26/2019,317.992584,361.398682,315.954865,336.753174,336.753174,16437084081,5535240235581.62
6/27/2019,336.9599,343.433441,278.573242,294.267639,294.267639,14038092503,4130956336921.41
6/28/2019,294.143036,313.031555,292.939819,311.226105,311.226105,11514656820,3583661792500.29
6/29/2019,311.284424,322.043549,294.753845,320.058899,320.058899,10929374565,3498043590032.50
6/30/2019,319.584045,322.789581,290.695984,290.695984,290.695984,10303111000,2995072990406.22
7/1/2019,290.268494,301.026154,280.022827,293.641113,293.641113,10292223948,3022220095335.97
7/2/2019,293.537262,295.655853,272.60257,291.596436,291.596436,10618413952,3096291664375.87
7/3/2019,291.764618,303.342041,291.401642,303.099976,303.099976,9926711979,3008786162593.81
7/4/2019,303.025085,303.961151,282.765747,284.523224,284.523224,8403513106,2390994641845.37
7/5/2019,284.38092,293.921143,282.694702,287.997528,287.997528,8723493015,2512344423845.27
7/6/2019,287.893829,295.991425,286.665863,287.547119,287.547119,7674615025,2206813439872.86
7/7/2019,287.603607,310.139313,286.109192,305.700562,305.700562,8119724981,2482204489977.14
7/8/2019,305.734772,314.267883,303.500458,313.251404,313.251404,9078905628,2843979934754.50
7/9/2019,313.325165,318.223114,305.285828,308.881012,308.881012,10055159803,3105847935772.36
7/10/2019,308.851288,313.069458,285.565796,290.002319,290.002319,11679985167,3387222784315.60
7/11/2019,289.945984,290.021057,266.094666,268.704041,268.704041,10216287022,2745157606827.26
7/12/2019,268.692261,278.855591,268.000031,276.276703,276.276703,8148936015,2251361175182.16
7/13/2019,276.289124,276.685242,263.068268,269.458801,269.458801,6716829429,1809908804459.85
7/14/2019,269.281616,269.641235,227.269211,227.578064,227.578064,8578339386,1952241869800.83
7/15/2019,227.965057,235.02565,210.391266,229.776001,229.776001,9723674244,2234266982813.02
7/16/2019,229.748657,234.51384,197.377899,199.188675,199.188675,9036620494,1799992462677.71
7/17/2019,199.066788,217.975632,193.990417,211.48497,211.48497,9387747640,1985367528012.97
7/18/2019,211.444611,229.239395,208.037735,226.566162,226.566162,9327816059,2113367484329.60
7/19/2019,226.6577,226.940475,215.838242,221.33342,221.33342,7606433131,1683557858885.54
7/20/2019,221.412659,234.198456,221.189484,229.119217,229.119217,7976245988,1827511235369.95
7/21/2019,229.167694,229.861664,219.027756,225.630768,225.630768,6685082868,1508360381650.48
7/22/2019,225.698654,226.862579,213.44838,217.560013,217.560013,6338843919,1379078965422.61
7/23/2019,217.568466,218.518051,209.638123,212.728516,212.728516,6976091534,1484013599507.98
7/24/2019,212.553818,217.535431,203.893402,217.046371,217.046371,7168982843,1556001709834.41
7/25/2019,216.969116,224.254196,216.135147,219.617996,219.617996,6731281160,1478310478871.76
7/26/2019,219.628128,220.236389,214.125687,219.629608,219.629608,5729852178,1258445187752.09
7/27/2019,219.61763,223.517258,204.903931,207.40831,207.40831,6257703908,1297899792038.68
7/28/2019,207.413773,212.04184,202.252899,211.186554,211.186554,5504887934,1162558312937.64
7/29/2019,211.123657,213.932053,208.764313,211.268051,211.268051,5485190664,1158845540946.68
7/30/2019,211.339203,213.614075,206.867615,210.522598,210.522598,5489918859,1155751981005.88
7/31/2019,210.492416,218.654144,210.437912,218.654144,218.654144,6003828340,1312761946405.64
8/1/2019,218.554596,218.812653,212.914505,217.808441,217.808441,5965442642,1299323761728.94
8/2/2019,217.88446,222.182571,215.97583,217.871567,217.871567,6159440229,1341966894535.07
8/3/2019,217.895554,224.62323,217.331741,222.490341,222.490341,5697798687,1267705172819.98
8/4/2019,222.580811,224.227295,218.492172,222.669724,222.669724,5238542572,1166464828669.49
8/5/2019,222.650879,235.635284,222.603882,234.215027,234.215027,7765060287,1818693804776.33
8/6/2019,234.24559,239.115906,223.551178,226.020645,226.020645,7647742672,1728547731519.46
8/7/2019,225.925293,229.65657,222.775452,226.391006,226.391006,7020342210,1589342335386.16
8/8/2019,226.518478,226.774719,216.516251,220.941864,220.941864,6713525644,1483298869797.16
8/9/2019,220.908646,221.364334,208.245972,210.488907,210.488907,6964818795,1466017095612.61
8/10/2019,210.530167,213.734833,203.793106,206.733536,206.733536,6584748527,1361288346657.50
8/11/2019,206.732239,216.598648,206.510803,216.092865,216.092865,6440605605,1391768917519.51
8/12/2019,216.055908,216.142563,210.946487,211.288071,211.288071,5674315559,1198915188706.40
8/13/2019,211.342697,211.384415,205.422501,208.709045,208.709045,5946313205,1241049350286.44
8/14/2019,208.603989,209.066437,186.331924,186.607742,186.607742,7444456154,1389193153315.94
8/15/2019,186.683502,189.462158,178.142563,188.50206,188.50206,8197244441,1545197463452.05
8/16/2019,188.644257,188.905594,180.384842,185.440079,185.440079,7133915837,1322913916392.63
8/17/2019,185.531662,186.70314,182.593887,185.687683,185.687683,5512696513,1023639842581.15
8/18/2019,185.841095,197.522491,183.692245,194.49353,194.49353,5969012024,1160934219160.20
8/19/2019,194.55603,203.56015,193.108246,203.091934,203.091934,6145148692,1248030132575.85
8/20/2019,202.813141,203.015991,195.619537,196.565414,196.565414,6408417610,1259673260594.54
8/21/2019,196.621689,197.027435,182.689178,186.891632,186.891632,7775772700,1453226849964.05
8/22/2019,186.941238,194.415512,183.384521,191.332916,191.332916,7569043874,1448207235744.36
8/23/2019,191.106873,195.906494,189.562317,194.706207,194.706207,6658162377,1296385542015.77
8/24/2019,194.671631,194.784988,187.627258,191.289566,191.289566,6249737982,1195509666190.50
8/25/2019,191.234787,192.16333,184.964752,186.842392,186.842392,5826017143,1088546978831.13
8/26/2019,186.73555,193.442184,186.73555,188.929382,188.929382,7207986636,1361800460603.74
8/27/2019,188.950058,188.963181,185.472931,187.516663,187.516663,6042327402,1133037071176.50
8/28/2019,187.495499,187.930878,172.185608,173.889969,173.889969,6696604087,1164472277093.70
8/29/2019,173.958694,173.996399,167.170898,169.516739,169.516739,7129569083,1208581301425.38
8/30/2019,169.489288,170.773514,167.071411,168.834869,168.834869,5776520220,975278034619.55
8/31/2019,168.887894,174.323975,167.802582,172.469788,172.469788,5830212249,1005535470580.03
9/1/2019,172.458405,173.696854,169.531281,171.629425,171.629425,5554799576,953367057219.12
9/2/2019,171.697601,180.145218,170.451691,178.347351,178.347351,6503447137,1159872569252.48
9/3/2019,178.357758,182.347992,175.970169,179.499329,179.499329,6962728938,1249805172379.88
9/4/2019,179.491989,180.136597,175.325363,175.992889,175.992889,5938120494,1045066980969.17
9/5/2019,175.966278,176.16391,171.746826,174.217133,174.217133,5589476516,973782573588.35
9/6/2019,174.172226,177.718704,168.341339,169.956177,169.956177,6797611878,1155296127514.67
9/7/2019,169.955276,180.851608,169.444122,178.262619,178.262619,6791531342,1210676164045.50
9/8/2019,178.282593,182.977081,178.142502,181.35553,181.35553,6472677266,1173855816094.38
9/9/2019,181.362488,184.14946,177.419357,181.14946,181.14946,7232938985,1310242991345.70
9/10/2019,181.212845,184.063431,178.122421,179.78717,179.78717,6291476772,1131126803958.62
9/11/2019,179.839493,181.757462,176.500916,178.725494,178.725494,7157139035,1279163209657.06
9/12/2019,178.803772,181.998566,177.847321,181.016098,181.016098,5838605477,1056881581207.97
9/13/2019,180.975586,181.498291,178.582047,181.109726,181.109726,5955041237,1078515886751.77
9/14/2019,181.321579,188.44693,180.372208,188.105515,188.105515,6500686511,1222814984005.21
9/15/2019,188.068436,190.399338,186.447327,189.789124,189.789124,6222874780,1181033953257.89
9/16/2019,189.689331,198.204971,189.689331,197.113174,197.113174,8242029488,1624612592581.27
9/17/2019,197.114761,213.731949,196.715485,208.608749,208.608749,10232590812,2134607968320.21
9/18/2019,208.050598,216.711502,208.050598,211.393036,211.393036,9194634557,1943681713914.75
9/19/2019,211.247238,222.871689,204.685776,221.280853,221.280853,10620070913,2350018350549.13
9/20/2019,221.069626,221.598557,215.159637,218.050049,218.050049,8027974273,1750500183598.39
9/21/2019,217.897385,220.958298,215.000168,215.516205,215.516205,7743309778,1668808737493.95
9/22/2019,215.486557,216.086243,207.644928,211.54538,211.54538,7812854576,1652773290164.66
9/23/2019,211.713211,211.840515,201.887238,201.92131,201.92131,7494673136,1513334217642.93
9/24/2019,201.842087,203.500549,162.727783,168.110733,168.110733,11757739233,1976602160882.49
9/25/2019,168.133575,174.719772,164.913483,170.8927,170.8927,9766632018,1669046115462.47
9/26/2019,170.756912,171.692642,157.130325,166.727127,166.727127,7848286154,1308522202330.30
9/27/2019,166.651703,175.610779,163.209503,174.710999,174.710999,7909313625,1381844084828.06
9/28/2019,174.680832,175.778732,170.773956,174.572891,174.572891,6895423445,1203754005462.83
9/29/2019,174.612747,175.21022,166.997696,170.503479,170.503479,6497088199,1107776141299.34
9/30/2019,170.461349,179.872208,167.036606,179.872208,179.872208,7552915148,1358559524507.41
10/1/2019,180.209122,185.045532,175.812653,177.340424,177.340424,7676276225,1361314080482.62
10/2/2019,177.22406,180.826126,175.334274,180.71051,180.71051,6335595250,1144908648781.08
10/3/2019,180.703705,180.79921,172.599869,175.199341,175.199341,6381403725,1118017727274.95
10/4/2019,175.238434,178.552078,173.564087,176.985001,176.985001,6248928449,1105966607795.19
10/5/2019,176.94632,177.713242,173.069565,176.351517,176.351517,5837211771,1029401150866.11
10/6/2019,176.36438,177.364548,171.299774,173.059143,173.059143,5852890674,1012896244115.13
10/7/2019,172.940338,182.356354,171.527817,181.18634,181.18634,7844316834,1421283056952.85
10/8/2019,181.113358,184.35997,179.133392,182.021561,182.021561,7466282780,1359024446483.02
10/9/2019,182.036301,194.300491,180.668442,193.293259,193.293259,9088122101,1756672739092.22
10/10/2019,193.191071,193.896927,188.306473,191.659668,191.659668,8375913276,1605324757674.95
10/11/2019,191.801071,195.318802,181.661835,182.569687,182.569687,9128522970,1666591581405.21
10/12/2019,182.534027,186.304886,179.984833,180.826645,180.826645,7494328840,1355174340663.94
10/13/2019,180.861313,185.075912,180.317154,182.07515,182.07515,6733182273,1225945172333.82
10/14/2019,182.028473,187.303619,181.662277,186.960907,186.960907,7276520699,1360424909689.31
10/15/2019,186.977051,187.759872,179.462784,181.406067,181.406067,7731456579,1402533130177.66
10/16/2019,181.343735,181.66861,174.064163,176.013504,176.013504,7691244590,1353762910406.94
10/17/2019,175.906891,178.899551,174.565826,178.028351,178.028351,6737237423,1199419268712.18
10/18/2019,177.988556,178.179794,171.005051,173.621338,173.621338,7566257807,1313663804104.29
10/19/2019,173.649445,175.608231,172.215454,172.913025,172.913025,6551453871,1132831706982.57
10/20/2019,172.974762,176.718689,171.210724,175.534378,175.534378,6801091120,1193825299470.52
10/21/2019,175.52475,177.74173,173.28775,174.92099,174.92099,6815820627,1192230091737.26
10/22/2019,174.90506,175.650024,172.266235,172.300858,172.300858,6990951966,1204547021978.59
10/23/2019,172.262802,172.420578,157.463425,162.402786,162.402786,9624925919,1563114784289.21
10/24/2019,162.514114,164.147568,160.887955,162.168549,162.168549,7300917537,1183979203343.94
10/25/2019,162.189713,183.000122,161.966019,181.523209,181.523209,10358594018,1880325226875.56
10/26/2019,181.667068,195.942505,176.133804,179.83548,179.83548,13831784986,2487445692214.10
10/27/2019,179.932632,188.155334,177.682358,184.242218,184.242218,10815941952,1992753134995.73
10/28/2019,184.397507,187.883163,180.249557,182.662811,182.662811,10406734124,1900923308419.46
10/29/2019,182.67038,191.846756,182.364365,190.342575,190.342575,10622761958,2021963864697.76
10/30/2019,190.336395,191.111938,181.546371,184.692169,184.692169,10484902804,1936479440624.94
10/31/2019,184.797623,188.751266,180.068359,183.966919,183.966919,9607939606,1767543047253.89
11/1/2019,183.803696,185.059708,181.094498,183.969894,183.969894,9145611130,1682517110151.32
11/2/2019,184.018158,185.708954,182.797668,183.92572,183.92572,8087991830,1487589720686.87
11/3/2019,183.994827,185.024216,179.818146,182.425018,182.425018,8760247744,1598088352383.66
11/4/2019,182.319031,188.022934,181.821609,186.355194,186.355194,10551917945,1966404715712.56
11/5/2019,186.309311,191.257828,184.331985,189.304169,189.304169,10024177342,1897618561635.94
11/6/2019,189.113495,193.547256,188.667679,191.593842,191.593842,10156458684,1945914940381.82
11/7/2019,191.504303,191.861099,186.567001,187.976547,187.976547,9081247799,1707061603707.37
11/8/2019,187.924271,188.815979,182.541367,184.211472,184.211472,9176780911,1690468319836.81
11/9/2019,184.311722,185.838531,183.902237,185.028717,185.028717,7277418704,1346531445872.92
11/10/2019,184.943359,190.920609,184.686783,189.47728,189.47728,8752784211,1658453744727.23
11/11/2019,189.50293,190.338425,185.086319,185.489639,185.489639,7877424106,1461180553671.84
11/12/2019,185.564835,187.948029,184.191055,186.843414,186.843414,7792186666,1455918759200.72
11/13/2019,186.942444,189.331879,185.937943,188.258743,188.258743,7343173596,1382416630813.75
11/14/2019,188.272507,188.634598,184.992294,185.999634,185.999634,7872664470,1464312710024.80
11/15/2019,186.058167,186.251831,179.379562,180.521179,180.521179,8815678477,1591416672352.96
11/16/2019,180.4991,184.155273,179.985672,183.348358,183.348358,6789888120,1244914837805.71
11/17/2019,183.35083,188.191345,182.336807,185.119232,185.119232,7364325471,1363278275389.56
11/18/2019,185.041458,186.927155,179.175507,180.559601,180.559601,7787662111,1406137163484.98
11/19/2019,180.502457,182.528,175.197113,177.455551,177.455551,7536699743,1337429205615.62
11/20/2019,177.415283,178.993149,175.290436,175.698349,175.698349,7205785149,1266044553928.02
11/21/2019,175.673599,176.209213,159.365128,161.462723,161.462723,8546371325,1379920385903.62
11/22/2019,161.50589,163.028091,142.344101,150.268173,150.268173,12020749863,1806336120003.01
11/23/2019,150.212219,154.101563,147.601242,153.417786,153.417786,8289198330,1271710455503.50
11/24/2019,153.430527,153.965912,142.834702,142.834702,142.834702,7782769098,1111649504847.64
11/25/2019,142.697006,150.207962,133.802338,146.476532,146.476532,10962753356,1605786092758.24
11/26/2019,146.404312,150.004761,145.216873,148.965073,148.965073,7648516297,1139361788524.29
11/27/2019,148.39682,154.887207,143.525604,153.010559,153.010559,8778095308,1343141270032.36
11/28/2019,153.069244,156.613586,151.091125,151.717575,151.717575,7346531960,1114598013631.20
11/29/2019,151.7686,156.848404,151.460434,155.304153,155.304153,7503898278,1165386566262.95
11/30/2019,155.286407,156.691299,151.225342,152.539688,152.539688,6565950868,1001568096828.05
12/1/2019,152.491928,152.491928,147.067932,151.18573,151.18573,7102780298,1073839024382.75
12/2/2019,151.175476,152.116959,147.606796,149.059158,149.059158,6670561362,994308260007.05
12/3/2019,149.058243,150.310425,146.001678,147.956421,147.956421,6204379850,917977837130.52
12/4/2019,147.918381,150.680817,145.000885,146.747742,146.747742,7865937094,1154308507258.54
12/5/2019,146.686493,153.155396,145.459076,149.248993,149.248993,6745910228,1006820308397.40
12/6/2019,149.396484,149.670517,147.606522,149.194443,149.194443,6458766441,963612061632.09
12/7/2019,149.197601,149.799713,148.374771,148.768158,148.768158,5911233284,879403287168.97
12/8/2019,148.743683,152.392929,148.313339,151.264725,151.264725,6441727252,974406101298.79
12/9/2019,151.224396,151.91394,147.621368,148.225174,148.225174,6744206747,999661218566.05
12/10/2019,148.179855,148.564468,144.907959,146.267044,146.267044,6859512025,1003320547179.20
12/11/2019,146.320648,147.139206,143.045364,143.608002,143.608002,7037180049,1010595366551.15
12/12/2019,143.615662,145.751648,141.436981,145.604004,145.604004,7890383413,1148871418027.99
12/13/2019,145.655685,145.857101,143.746521,144.944748,144.944748,7264810247,1052996090519.23
12/14/2019,144.953415,145.529083,142.434555,142.869232,142.869232,7048066973,1006951915517.07
12/15/2019,142.86499,143.925354,139.426956,143.11499,143.11499,7235153411,1035458908063.73
12/16/2019,143.139526,143.224854,132.456665,133.614029,133.614029,8992282119,1201495043824.25
12/17/2019,133.647186,134.011536,121.395081,122.603889,122.603889,9057166141,1110443792205.72
12/18/2019,122.656837,133.394165,119.78006,133.092194,133.092194,11864518321,1579074774095.09
12/19/2019,133.05278,134.190643,125.971664,129.321136,129.321136,9564699140,1236917758283.02
12/20/2019,129.384369,129.756302,126.985352,129.066055,129.066055,8173594150,1054933552111.58
12/21/2019,129.095963,129.147659,127.612091,128.130951,128.130951,7449064703,954455744455.92
12/22/2019,128.098129,133.160034,127.92849,132.372513,132.372513,9121058481,1207377432349.93
12/23/2019,132.306992,134.73175,127.416718,128.61409,128.61409,9622497693,1237588784312.29
12/24/2019,128.629257,131.672287,127.308769,129.063889,129.063889,7961819689,1027583412579.11
12/25/2019,129.068497,129.068497,124.88549,126.454636,126.454636,8418019054,1064497535314.63
12/26/2019,126.486328,130.898346,125.406441,126.361221,126.361221,8600871980,1086816685057.49
12/27/2019,126.368797,128.097565,124.820808,127.214607,127.214607,8299390176,1055803659579.50
12/28/2019,127.213013,130.258163,126.899696,128.322708,128.322708,8069298610,1035474249295.84
12/29/2019,128.266876,136.811203,127.997658,134.75798,134.75798,9708776786,1308335147952.25
12/30/2019,134.796524,136.757355,131.545563,132.633484,132.633484,9796951716,1299403838672.86
12/31/2019,132.612274,133.732681,128.798157,129.610855,129.610855,8936866397,1158314894735.94
1/1/2020,129.630661,132.835358,129.198288,130.802002,130.802002,7935230330,1037944013495.12
1/2/2020,130.820038,130.820038,126.95491,127.410179,127.410179,8032709256,1023448924161.92
1/3/2020,127.411263,134.554016,126.490021,134.171707,134.171707,10476845358,1405696225657.89
1/4/2020,134.168518,136.052719,133.040558,135.069366,135.069366,7430904515,1003687561647.59
1/5/2020,135.072098,139.410202,135.045624,136.276779,136.276779,7526675353,1025711073685.53
1/6/2020,136.305542,144.328186,136.079636,144.304153,144.304153,9093747121,1312265475892.09
1/7/2020,144.311996,145.00177,140.488876,143.543991,143.543991,9257954672,1328923762115.98
1/8/2020,143.487823,146.828003,138.268204,141.258133,141.258133,9387194957,1326017633732.84
1/9/2020,141.155777,141.393982,136.236404,138.979202,138.979202,7697325348,1069768134399.41
1/10/2020,138.967041,144.167328,135.520401,143.963776,143.963776,9084816203,1307884444849.86
1/11/2020,143.409103,146.480911,142.207962,142.927109,142.927109,9332208590,1333825594353.67
1/12/2020,143.032547,146.145859,142.707642,145.873932,145.873932,8528167453,1244037319123.54
1/13/2020,146.220139,146.791229,142.907135,144.226593,144.226593,8378529470,1208406759808.20
1/14/2020,144.251053,167.681549,144.064926,165.955353,165.955353,16712318373,2773498695039.60
1/15/2020,165.734619,170.425674,161.109619,166.230682,166.230682,15173694057,2522333511554.46
1/16/2020,166.332825,167.058151,159.709641,164.391006,164.391006,13735193018,2257942197833.20
1/17/2020,164.48938,173.069214,162.775604,170.779953,170.779953,14997091826,2561202637180.96
1/18/2020,170.747726,178.528778,166.789017,175.365677,175.365677,14929342256,2618094211888.15
1/19/2020,175.46759,177.247635,163.676865,166.969849,166.969849,13713374132,2289720008100.55
1/20/2020,166.904129,169.114883,162.331604,167.120514,167.120514,11144529787,1862479546291.75
1/21/2020,167.060471,169.91011,165.819717,169.697159,169.697159,9789369362,1661228169133.04
1/22/2020,169.608536,171.008698,166.774231,168.294159,168.294159,9209827928,1549960245677.47
1/23/2020,168.2957,168.312241,160.295319,162.928558,162.928558,10396868698,1693946824680.48
1/24/2020,162.899368,164.309448,156.749741,163.051178,163.051178,10657671162,1737745837700.73
1/25/2020,163.067291,163.227234,158.632477,161.283936,161.283936,8256956802,1331714492408.53
1/26/2020,161.176819,168.220322,160.281128,168.077103,168.077103,9261861590,1556706864434.17
1/27/2020,168.00885,172.922913,166.901093,170.930893,170.930893,11004476145,1881004934462.05
1/28/2020,170.884857,176.370316,170.738068,176.370316,176.370316,11772875064,2076385695266.20
1/29/2020,176.347885,178.842972,175.050339,175.050339,175.050339,10725267311,1877461678656.17
1/30/2020,174.917709,186.260483,172.374634,184.690475,184.690475,12604789338,2327984530110.16
1/31/2020,184.736908,185.405838,176.296814,180.160172,180.160172,11728616394,2113029546865.06
2/1/2020,180.11377,183.845551,179.745178,183.67395,183.67395,11569697182,2125051981721.81
2/2/2020,183.532501,193.080399,180.17395,188.617538,188.617538,14054425389,2650911114877.87
